['13309/3443610', '337/43590', '13317/1147870', '53299/3443610', '66671/3443610', '26693/1147870', '93527/3443610', '107023/3443610', '120563/3443610', '26837/688722', '147863/3443610', '161629/3443610', '175483/3443610', '12629/229574', '67833/1147870', '43537/688722', '232007/3443610', '246479/3443610', '261121/3443610', '55189/688722', '290981/3443610', '306253/3443610']
['6469/270554', '24548/946939', '52907/1893878', '28367/946939', '60563/1893878', '32205/946939', '68261/1893878', '72129/1893878', '5429/135277', '11415/270554', '41898/946939', '87735/1893878', '45830/946939', '47811/946939', '99591/1893878', '103587/1893878', '53798/946939', '111635/1893878', '16527/270554', '59887/946939', '61940/946939', '128019/1893878']
['94267/3799628', '14515/542804', '108939/3799628', '116297/3799628', '123665/3799628', '131059/3799628', '138469/3799628', '145903/3799628', '153357/3799628', '22979/542804', '168337/3799628', '175899/3799628', '26207/542804', '191057/3799628', '198685/3799628', '206357/3799628', '214057/3799628', '221807/3799628', '32799/542804', '237427/3799628', '245305/3799628', '253241/3799628']
['97665/3810166', '104749/3810166', '111813/3810166', '118901/3810166', '125995/3810166', '133119/3810166', '140249/3810166', '147411/3810166', '154581/3810166', '161799/3810166', '169003/3810166', '176279/3810166', '183543/3810166', '190865/3810166', '198199/3810166', '205577/3810166', '212981/3810166', '220435/3810166', '227913/3810166', '235445/3810166', '243009/3810166', '250635/3810166']
['50389/1909750', '26906/954875', '2289/76390', '30322/954875', '32033/954875', '67501/1909750', '7094/190975', '37196/954875', '77849/1909750', '81327/1909750', '84801/1909750', '17661/381950', '91807/1909750', '47666/954875', '49433/954875', '102419/1909750', '21197/381950', '109573/1909750', '113173/1909750', '116797/1909750', '120439/1909750', '62054/954875']
['3701/136707', '9189/318983', '9739/318983', '30871/956949', '65047/1913898', '22789/637966', '10241/273414', '37511/956949', '5597/136707', '27239/637966', '42535/956949', '88451/1913898', '91831/1913898', '95233/1913898', '16440/318983', '51035/956949', '52754/956949', '5189/91138', '112439/1913898', '38645/637966', '59722/956949', '61493/956949']
['53111/1917566', '56337/1917566', '29770/958783', '62743/1917566', '65945/1917566', '69157/1917566', '36185/958783', '75595/1917566', '78823/1917566', '5862/136969', '85313/1917566', '88579/1917566', '13121/273938', '95133/1917566', '49214/958783', '50870/958783', '15009/273938', '108405/1917566', '3287/56399', '57567/958783', '118527/1917566', '60975/958783']
['108579/3841628', '114869/3841628', '121097/3841628', '127321/3841628', '133529/3841628', '139761/3841628', '145987/3841628', '152239/3841628', '158491/3841628', '164777/3841628', '24437/548804', '177385/3841628', '183711/3841628', '190073/3841628', '196451/3841628', '202863/3841628', '209289/3841628', '30823/548804', '222249/3841628', '228787/3841628', '235355/3841628', '241995/3841628']
['1496/51991', '58424/1923667', '61461/1923667', '64490/1923667', '67510/1923667', '70535/1923667', '73560/1923667', '76594/1923667', '79628/1923667', '82676/1923667', '85725/1923667', '88792/1923667', '91859/1923667', '94943/1923667', '98035/1923667', '101143/1923667', '104259/1923667', '107395/1923667', '110543/1923667', '113713/1923667', '116902/1923667', '120128/1923667']
['112613/3852348', '118637/3852348', '124571/3852348', '130483/3852348', '136369/3852348', '47421/1284116', '148145/3852348', '154049/3852348', '159947/3852348', '55291/1284116', '57265/1284116', '177761/3852348', '183713/3852348', '189709/3852348', '195713/3852348', '201751/3852348', '207803/3852348', '213899/3852348', '220013/3852348', '226181/3852348', '232385/3852348', '238675/3852348']
['114313/3856708', '120227/3856708', '126047/3856708', '131827/3856708', '137579/3856708', '143331/3856708', '149069/3856708', '154819/3856708', '160569/3856708', '166337/3856708', '172103/3856708', '177913/3856708', '183705/3856708', '189539/3856708', '195385/3856708', '201257/3856708', '207151/3856708', '213085/3856708', '219043/3856708', '225051/3856708', '231107/3856708', '237251/3856708']
['57911/1930251', '60824/1930251', '21227/643417', '66517/1930251', '69331/1930251', '72145/1930251', '74948/1930251', '25919/643417', '26854/643417', '83378/1930251', '28729/643417', '89023/1930251', '30615/643417', '94691/1930251', '32513/643417', '33468/643417', '103277/1930251', '35391/643417', '36360/643417', '112016/1930251', '38325/643417', '39329/643417']
['117147/3863764', '122895/3863764', '128525/3863764', '134097/3863764', '139623/3863764', '145139/3863764', '150631/3863764', '156129/3863764', '161619/3863764', '167123/3863764', '9085/203356', '178159/3863764', '9667/203356', '189235/3863764', '194801/3863764', '200399/3863764', '206019/3863764', '211681/3863764', '217371/3863764', '223119/3863764', '228925/3863764', '234839/3863764']
['118307/3866568', '41331/1288856', '129547/3866568', '45013/1288856', '140471/3866568', '48631/1288856', '50427/1288856', '52225/1288856', '162055/3866568', '55817/1288856', '5575/124728', '59419/1288856', '183653/3866568', '189101/3866568', '64849/1288856', '200033/3866568', '205535/3866568', '211087/3866568', '72221/1288856', '222307/3866568', '228011/3866568', '233837/3866568']
['119311/3868948', '124943/3868948', '130437/3868948', '135857/3868948', '141215/3868948', '146549/3868948', '151853/3868948', '5419/133412', '162437/3868948', '167735/3868948', '173011/3868948', '178337/3868948', '183635/3868948', '188977/3868948', '194323/3868948', '199705/3868948', '205109/3868948', '210557/3868948', '216041/3868948', '221591/3868948', '227213/3868948', '232961/3868948']
['13353/430108', '5989/184332', '14579/430108', '136573/3870972', '141863/3870972', '147127/3870972', '152351/3870972', '157571/3870972', '7751/184332', '18665/430108', '173171/3870972', '25487/552996', '183613/3870972', '26981/552996', '21569/430108', '199415/3870972', '204727/3870972', '30013/552996', '215489/3870972', '220963/3870972', '226511/3870972', '11057/184332']
['13435/430296', '42157/1290888', '131873/3872664', '137185/3872664', '142421/3872664', '147623/3872664', '152783/3872664', '157931/3872664', '163061/3872664', '168199/3872664', '173309/3872664', '59489/1290888', '183595/3872664', '188767/3872664', '193945/3872664', '199159/3872664', '204395/3872664', '209683/3872664', '71671/1290888', '24491/430296', '8367/143432', '231541/3872664']
['121543/3874084', '127073/3874084', '132439/3874084', '137713/3874084', '142901/3874084', '148053/3874084', '153155/3874084', '158245/3874084', '163309/3874084', '168385/3874084', '173427/3874084', '178517/3874084', '183577/3874084', '188681/3874084', '193787/3874084', '198935/3874084', '204103/3874084', '209329/3874084', '214597/3874084', '219949/3874084', '225387/3874084', '230979/3874084']
['122069/3875256', '127577/3875256', '132919/3875256', '138157/3875256', '143309/3875256', '148417/3875256', '153473/3875256', '52837/1291752', '163523/3875256', '168541/3875256', '6427/143528', '59519/1291752', '8741/184536', '188603/3875256', '21517/430584', '198739/3875256', '67951/1291752', '23225/430584', '214243/3875256', '219547/3875256', '224947/3875256', '32929/553608']
['61255/1938113', '64001/1938113', '66661/1938113', '69268/1938113', '71827/1938113', '74364/1938113', '76872/1938113', '79370/1938113', '81852/1938113', '84338/1938113', '86807/1938113', '89296/1938113', '91772/1938113', '94268/1938113', '96767/1938113', '99286/1938113', '101818/1938113', '104382/1938113', '106969/1938113', '109603/1938113', '112286/1938113', '115051/1938113']
['122873/3877012', '128351/3877012', '133655/3877012', '138849/3877012', '143943/3877012', '148985/3877012', '153971/3877012', '158931/3877012', '163857/3877012', '168787/3877012', '173687/3877012', '178619/3877012', '183531/3877012', '188477/3877012', '193433/3877012', '198429/3877012', '203455/3877012', '208543/3877012', '213685/3877012', '218921/3877012', '224261/3877012', '229769/3877012']
['61586/1938827', '64321/1938827', '66966/1938827', '69555/1938827', '72092/1938827', '6782/176257', '77080/1938827', '79546/1938827', '81993/1938827', '84441/1938827', '86873/1938827', '89322/1938827', '91758/1938827', '94214/1938827', '96673/1938827', '9014/176257', '101650/1938827', '104179/1938827', '106735/1938827', '109341/1938827', '112000/1938827', '114746/1938827']
['123413/3878164', '128875/3878164', '134157/3878164', '139321/3878164', '144381/3878164', '149381/3878164', '154317/3878164', '159223/3878164', '164093/3878164', '168959/3878164', '173795/3878164', '178663/3878164', '183505/3878164', '188385/3878164', '193275/3878164', '198207/3878164', '203173/3878164', '208205/3878164', '213295/3878164', '218485/3878164', '223789/3878164', '229267/3878164']
['61804/1939287', '3073/92347', '22390/646429', '9964/277041', '72271/1939287', '74764/1939287', '25741/646429', '11381/277041', '82090/1939287', '84512/1939287', '86917/1939287', '29780/646429', '91747/1939287', '94175/1939287', '13801/277041', '99062/1939287', '101533/1939287', '104039/1939287', '106574/1939287', '109162/1939287', '37269/646429', '114542/1939287']
['61881/1939447', '64608/1939447', '67243/1939447', '69817/1939447', '72336/1939447', '74823/1939447', '77275/1939447', '79711/1939447', '82126/1939447', '84538/1939447', '86933/1939447', '89346/1939447', '91743/1939447', '94160/1939447', '96583/1939447', '99028/1939447', '101490/1939447', '103987/1939447', '106515/1939447', '109097/1939447', '111738/1939447', '114469/1939447']
['61942/1939573', '64668/1939573', '67301/1939573', '69873/1939573', '72388/1939573', '74871/1939573', '77317/1939573', '79747/1939573', '82155/1939573', '84560/1939573', '86946/1939573', '89351/1939573', '91739/1939573', '94148/1939573', '96563/1939573', '99000/1939573', '101454/1939573', '103945/1939573', '106467/1939573', '109045/1939573', '111682/1939573', '114411/1939573']
['61989/1939669', '64714/1939669', '67346/1939669', '69916/1939669', '72429/1939669', '74908/1939669', '77351/1939669', '79775/1939669', '82178/1939669', '84577/1939669', '86957/1939669', '89354/1939669', '91736/1939669', '94139/1939669', '96547/1939669', '98977/1939669', '101426/1939669', '103911/1939669', '106430/1939669', '109004/1939669', '111639/1939669', '114366/1939669']
['124051/3879488', '129501/3879488', '134763/3879488', '139901/3879488', '144923/3879488', '149877/3879488', '154755/3879488', '159597/3879488', '164393/3879488', '169181/3879488', '173931/3879488', '178715/3879488', '183467/3879488', '188263/3879488', '193067/3879488', '197917/3879488', '202805/3879488', '207769/3879488', '212799/3879488', '217943/3879488', '223209/3879488', '228661/3879488']
['62053/1939799', '64777/1939799', '67408/1939799', '69976/1939799', '72486/1939799', '74961/1939799', '77398/1939799', '79816/1939799', '82211/1939799', '84601/1939799', '86972/1939799', '89360/1939799', '91732/1939799', '94125/1939799', '96523/1939799', '98944/1939799', '101385/1939799', '103864/1939799', '106377/1939799', '108947/1939799', '111579/1939799', '114304/1939799']
['62074/1939841', '64798/1939841', '67428/1939841', '69996/1939841', '72505/1939841', '74979/1939841', '77414/1939841', '79830/1939841', '82222/1939841', '84610/1939841', '86977/1939841', '89362/1939841', '91730/1939841', '94120/1939841', '96514/1939841', '98933/1939841', '101371/1939841', '103848/1939841', '106359/1939841', '108928/1939841', '111559/1939841', '114284/1939841']
['62089/1939871', '64813/1939871', '67443/1939871', '70010/1939871', '72519/1939871', '74992/1939871', '77426/1939871', '79840/1939871', '82231/1939871', '84616/1939871', '86981/1939871', '89363/1939871', '91729/1939871', '94116/1939871', '96508/1939871', '98924/1939871', '897/17167', '103836/1939871', '106346/1939871', '108914/1939871', '111545/1939871', '114269/1939871']
['20700/646631', '21608/646631', '67454/1939893', '70021/1939893', '72529/1939893', '75002/1939893', '77435/1939893', '26616/646631', '82237/1939893', '28207/646631', '86984/1939893', '29788/646631', '30576/646631', '31371/646631', '96503/1939893', '98918/1939893', '101353/1939893', '34609/646631', '106336/1939893', '108904/1939893', '37178/646631', '38086/646631']
['41405/1293272', '43221/1293272', '134923/3879816', '140057/3879816', '145073/3879816', '150017/3879816', '154883/3879816', '159707/3879816', '164483/3879816', '169249/3879816', '57991/1293272', '178729/3879816', '183455/3879816', '188221/3879816', '64333/1293272', '197827/3879816', '67565/1293272', '207641/3879816', '212659/3879816', '217793/3879816', '74351/1293272', '76167/1293272']
['62113/1939919', '64837/1939919', '67467/1939919', '3686/102101', '3818/102101', '75014/1939919', '77446/1939919', '79858/1939919', '82245/1939919', '84627/1939919', '86988/1939919', '89365/1939919', '91727/1939919', '94109/1939919', '96497/1939919', '98910/1939919', '101343/1939919', '5464/102101', '5596/102101', '108891/1939919', '111521/1939919', '114245/1939919']
['41411/1293284', '43227/1293284', '134941/3879852', '140075/3879852', '145091/3879852', '150035/3879852', '51633/1293284', '159721/3879852', '164495/3879852', '56419/1293284', '57993/1293284', '59577/1293284', '61151/1293284', '188215/3879852', '192991/3879852', '197815/3879852', '6989/133788', '207625/3879852', '212641/3879852', '217775/3879852', '74345/1293284', '76161/1293284']
['62119/1939931', '64843/1939931', '9639/277133', '70040/1939931', '10364/277133', '75020/1939931', '77452/1939931', '11409/277133', '82249/1939931', '12090/277133', '86990/1939931', '89366/1939931', '91726/1939931', '94107/1939931', '96494/1939931', '98906/1939931', '101338/1939931', '14830/277133', '106318/1939931', '15555/277133', '111515/1939931', '114239/1939931']
['124241/3879868', '129689/3879868', '134949/3879868', '140083/3879868', '145099/3879868', '150043/3879868', '154907/3879868', '159729/3879868', '164501/3879868', '169261/3879868', '173981/3879868', '178733/3879868', '183451/3879868', '188213/3879868', '192987/3879868', '197809/3879868', '202673/3879868', '207617/3879868', '212633/3879868', '217767/3879868', '1057/18388', '228475/3879868']
['124243/3879872', '129691/3879872', '134951/3879872', '140085/3879872', '145101/3879872', '150045/3879872', '154909/3879872', '159731/3879872', '164503/3879872', '169263/3879872', '173981/3879872', '178733/3879872', '183451/3879872', '188213/3879872', '192985/3879872', '197807/3879872', '202671/3879872', '207615/3879872', '212631/3879872', '217765/3879872', '223025/3879872', '228473/3879872']
['62122/1939937', '64846/1939937', '67476/1939937', '70043/1939937', '72551/1939937', '75023/1939937', '77455/1939937', '79866/1939937', '82252/1939937', '84632/1939937', '86991/1939937', '89366/1939937', '91726/1939937', '94106/1939937', '96492/1939937', '98903/1939937', '101335/1939937', '103807/1939937', '106315/1939937', '108882/1939937', '111512/1939937', '114236/1939937']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
['3765/117572', '2543/76076', '1483/42636', '7373/204204', '1091/29172', '150047/3879876', '51637/1293292', '1201/29172', '4985/117572', '169265/3879876', '9157/204204', '9407/204204', '183451/3879876', '62737/1293292', '1451/29172', '65935/1293292', '202669/3879876', '1561/29172', '11191/204204', '2393/42636', '4373/76076', '76157/1293292']
