['46923/14370121', '93861/14370121', '140837/14370121', '187867/14370121', '234967/14370121', '282159/14370121', '329461/14370121', '376890/14370121', '424462/14370121', '472227/14370121', '520157/14370121', '568316/14370121', '616709/14370121', '665364/14370121', '714312/14370121', '763577/14370121', '813193/14370121', '863190/14370121', '913608/14370121', '964483/14370121', '1015863/14370121', '1067797/14370121', '1120338/14370121', '1173560/14370121']
['662213/31533188', '717807/31533188', '773483/31533188', '829277/31533188', '885183/31533188', '941209/31533188', '997375/31533188', '1053679/31533188', '1110133/31533188', '1166751/31533188', '1223517/31533188', '1280553/31533188', '1337625/31533188', '1395063/31533188', '1452601/31533188', '1510427/31533188', '1568471/31533188', '1626775/31533188', '1685343/31533188', '1744193/31533188', '1803343/31533188', '1862809/31533188', '1922605/31533188', '1982753/31533188']
['690667/31636088', '67657/2876008', '72533/2876008', '77419/2876008', '905463/31636088', '959429/31636088', '92139/2876008', '97069/2876008', '1122133/31636088', '1176661/31636088', '1231311/31636088', '1286239/31636088', '1341193/31636088', '1396471/31636088', '1451863/31636088', '1507513/31636088', '1563359/31636088', '1619451/31636088', '1675789/31636088', '1732381/31636088', '1789251/31636088', '1846409/31636088', '1903867/31636088', '1961651/31636088']
['716977/31728000', '768661/31728000', '820397/31728000', '58149/2115200', '924179/31728000', '976231/31728000', '1028401/31728000', '1080703/31728000', '1133137/31728000', '395239/10576000', '247681/6345600', '1291357/31728000', '1344343/31728000', '279523/6345600', '290201/6345600', '1504627/31728000', '1558433/31728000', '1612471/31728000', '555577/10576000', '573743/10576000', '591993/10576000', '366199/6345600', '628763/10576000', '1941883/31728000']
['741343/31810348', '791291/31810348', '841265/31810348', '891329/31810348', '941489/31810348', '991753/31810348', '1042131/31810348', '1092629/31810348', '1143251/31810348', '1194019/31810348', '1244881/31810348', '1295979/31810348', '1347135/31810348', '1398537/31810348', '1450059/31810348', '1501789/31810348', '1553699/31810348', '1605821/31810348', '1658149/31810348', '1710695/31810348', '1763473/31810348', '1816501/31810348', '1869785/31810348', '1923345/31810348']
['763921/31884296', '812269/31884296', '860611/31884296', '909027/31884296', '957525/31884296', '1006125/31884296', '1054825/31884296', '1103639/31884296', '1152571/31884296', '1201647/31884296', '1250801/31884296', '1300173/31884296', '1349615/31884296', '1399269/31884296', '1449049/31884296', '1499017/31884296', '1549159/31884296', '1599493/31884296', '1650013/31884296', '1700743/31884296', '1751689/31884296', '1802869/31884296', '1854281/31884296', '1905965/31884296']
['784835/31950796', '831717/31950796', '878553/31950796', '925437/31950796', '972395/31950796', '1019439/31950796', '1066577/31950796', '1113821/31950796', '1161173/31950796', '1208659/31950796', '1256227/31950796', '1303985/31950796', '1351825/31950796', '1399847/31950796', '1447997/31950796', '1496321/31950796', '1544811/31950796', '1593471/31950796', '1642309/31950796', '1691349/31950796', '1740591/31950796', '1790047/31950796', '1839731/31950796', '1889679/31950796']
['268063/10670208', '849731/32010624', '298393/10670208', '25423/865152', '986177/32010624', '1031773/32010624', '359153/10670208', '374413/10670208', '1169113/32010624', '1215119/32010624', '1261201/32010624', '1307449/32010624', '36589/865152', '466765/10670208', '1446923/32010624', '1493713/32010624', '513551/10670208', '1587755/32010624', '1635031/32010624', '1682495/32010624', '1730147/32010624', '1778009/32010624', '202899/3556736', '208271/3556736']
['411031/16032212', '108298/4008053', '455283/16032212', '119342/4008053', '124867/4008053', '130399/4008053', '135941/4008053', '80853/2290316', '294111/8016106', '87219/2290316', '316441/8016106', '163826/4008053', '677773/16032212', '175079/4008053', '180730/4008053', '53257/1145158', '768345/16032212', '791173/16032212', '814085/16032212', '119583/2290316', '215043/4008053', '220841/4008053', '906665/16032212', '465053/8016106']
['838519/32112736', '881743/32112736', '924769/32112736', '967745/32112736', '1010729/32112736', '1053747/32112736', '1096825/32112736', '1139977/32112736', '1183203/32112736', '1226535/32112736', '1269945/32112736', '1313485/32112736', '1357107/32112736', '1400879/32112736', '1444761/32112736', '1488779/32112736', '1532935/32112736', '1577245/32112736', '1621713/32112736', '1666347/32112736', '1711167/32112736', '1756185/32112736', '1801427/32112736', '1846969/32112736']
['853625/32156032', '895859/32156032', '937841/32156032', '979729/32156032', '1021597/32156032', '1063475/32156032', '1105397/32156032', '1147379/32156032', '1189421/32156032', '1231559/32156032', '1273771/32156032', '1316099/32156032', '1358501/32156032', '1401049/32156032', '1443697/32156032', '1486475/32156032', '1529389/32156032', '1572447/32156032', '1615663/32156032', '1659041/32156032', '1702601/32156032', '1746365/32156032', '1790365/32156032', '1834687/32156032']
['433717/16097363', '454393/16097363', '474914/16097363', '495366/16097363', '515789/16097363', '536208/16097363', '556637/16097363', '577089/16097363', '597565/16097363', '618082/16097363', '638631/16097363', '659236/16097363', '679869/16097363', '700579/16097363', '721329/16097363', '742146/16097363', '763026/16097363', '783979/16097363', '805007/16097363', '826117/16097363', '847319/16097363', '868629/16097363', '890062/16097363', '911674/16097363']
['880003/32229196', '920575/32229196', '960777/32229196', '1000791/32229196', '1040715/32229196', '1080603/32229196', '1120487/32229196', '1160403/32229196', '1200353/32229196', '1240367/32229196', '1280443/32229196', '1320621/32229196', '1360833/32229196', '1401215/32229196', '1441657/32229196', '1482231/32229196', '1522931/32229196', '1563773/32229196', '1604763/32229196', '1645923/32229196', '1687271/32229196', '1728845/32229196', '1770691/32229196', '1812925/32229196']
['891393/32259794', '931277/32259794', '970731/32259794', '144279/4608542', '1049043/32259794', '1088069/32259794', '1127069/32259794', '166583/4608542', '172159/4608542', '1244195/32259794', '1283327/32259794', '1322561/32259794', '1361807/32259794', '1401231/32259794', '1440695/32259794', '1480299/32259794', '1520025/32259794', '1559891/32259794', '1599907/32259794', '1640097/32259794', '1680485/32259794', '1721115/32259794', '1762039/32259794', '1803391/32259794']
['7577/271318', '940943/32286842', '979739/32286842', '145465/4612406', '1056599/32286842', '1094847/32286842', '1133049/32286842', '1171237/32286842', '1209435/32286842', '1247665/32286842', '1285933/32286842', '1324305/32286842', '1362667/32286842', '1401209/32286842', '1439785/32286842', '1478501/32286842', '89255/1899226', '1556309/32286842', '1595439/32286842', '233535/4612406', '1674269/32286842', '1714047/32286842', '1754147/32286842', '1794719/32286842']
['455437/16155328', '67831/2307904', '246963/8077664', '512871/16155328', '8308/252427', '68811/2019416', '142307/4038832', '36747/1009708', '606671/16155328', '78175/2019416', '644141/16155328', '331467/8077664', '681711/16155328', '350291/8077664', '89933/2019416', '738417/16155328', '27051/576976', '55465/1153952', '99459/2019416', '814929/16155328', '208575/4038832', '53363/1009708', '436747/8077664', '223359/4038832']
['229774/8082883', '478703/16165766', '497561/16165766', '516231/16165766', '534779/16165766', '553245/16165766', '571663/16165766', '590053/16165766', '304215/8082883', '626811/16165766', '645195/16165766', '331815/8082883', '341022/8082883', '700549/16165766', '719063/16165766', '737649/16165766', '378146/8082883', '775007/16165766', '396904/8082883', '406354/8082883', '831729/16165766', '425450/8082883', '435132/8082883', '444952/8082883']
['231599/8087437', '241080/8087437', '500801/16174874', '259616/8087437', '537521/16174874', '277857/8087437', '286922/8087437', '295968/8087437', '610007/16174874', '628075/16174874', '323068/8087437', '332124/8087437', '341168/8087437', '350254/8087437', '718691/16174874', '368473/8087437', '377628/8087437', '9321/194878', '792119/16174874', '405350/8087437', '829411/16174874', '424142/8087437', '433682/8087437', '443372/8087437']
['466421/16182784', '485219/16182784', '251837/8091392', '521897/16182784', '539961/16182784', '557913/16182784', '143947/4045696', '37101/1011424', '305707/8091392', '39325/1011424', '323487/8091392', '332397/8091392', '341295/8091392', '700463/16182784', '718349/16182784', '736305/16182784', '377159/8091392', '772411/16182784', '790597/16182784', '12639/252856', '827333/16182784', '422971/8091392', '864777/16182784', '220983/4045696']
['938503/32379242', '975823/32379242', '1012415/32379242', '1048505/32379242', '1084239/32379242', '1119723/32379242', '1155027/32379242', '1190215/32379242', '1225323/32379242', '1260397/32379242', '1295433/32379242', '1330549/32379242', '1365621/32379242', '1400831/32379242', '205153/4625606', '1471451/32379242', '1506945/32379242', '1542609/32379242', '1578469/32379242', '1614567/32379242', '235851/4625606', '1687719/32379242', '1724963/32379242', '251841/4625606']
['943447/32391002', '980535/32391002', '1016859/32391002', '1052645/32391002', '1088039/32391002', '160451/4627286', '165439/4627286', '1192847/32391002', '175361/4627286', '1262161/32391002', '185249/4627286', '1331391/32391002', '195143/4627286', '1400733/32391002', '1435503/32391002', '1470407/32391002', '1505431/32391002', '1540635/32391002', '225149/4627286', '1611699/32391002', '1647669/32391002', '1684035/32391002', '1720913/32391002', '1758509/32391002']
['473869/16200532', '246159/8100266', '510367/16200532', '528131/16200532', '136421/4050133', '140771/4050133', '145093/4050133', '149395/4050133', '153683/4050133', '631855/16200532', '324473/8100266', '166516/4050133', '341581/8100266', '700319/16200532', '717495/16200532', '183684/4050133', '752043/16200532', '384721/8100266', '393473/8100266', '804583/16200532', '822385/16200532', '840397/16200532', '858681/16200532', '877341/16200532']
['951443/32409630', '988183/32409630', '68273/2160642', '70627/2160642', '57593/1705770', '1128793/32409630', '1163077/32409630', '1197181/32409630', '1231157/32409630', '1265063/32409630', '86593/2160642', '1332769/32409630', '1366601/32409630', '280109/6481926', '1434529/32409630', '7027/155070', '136627/2946330', '1537337/32409630', '142909/2946330', '1606939/32409630', '1642229/32409630', '1677961/32409630', '1714267/32409630', '38919/720214']
['954621/32416882', '991233/32416882', '1026991/32416882', '1062121/32416882', '1096775/32416882', '1131071/32416882', '1165103/32416882', '1198937/32416882', '1232629/32416882', '1266239/32416882', '1299765/32416882', '1333325/32416882', '1366837/32416882', '1400457/32416882', '1434119/32416882', '1467913/32416882', '1501849/32416882', '1535979/32416882', '1570341/32416882', '1604993/32416882', '1640015/32416882', '1675501/32416882', '1711585/32416882', '1748483/32416882']
['478665/16211494', '248460/8105747', '257368/8105747', '266113/8105747', '549467/16211494', '283259/8105747', '291713/8105747', '300114/8105747', '616951/16211494', '633627/16211494', '650259/16211494', '666901/16211494', '341759/8105747', '350094/8105747', '716879/16211494', '366818/8105747', '750467/16211494', '767397/16211494', '392224/8105747', '400826/8105747', '819049/16211494', '418344/8105747', '854639/16211494', '873009/16211494']
['479813/16214050', '498027/16214050', '257896/8107025', '533221/16214050', '55039/1621405', '56736/1621405', '584177/16214050', '600881/16214050', '308749/8107025', '317032/8107025', '325291/8107025', '133421/3242810', '341801/8107025', '700151/16214050', '71672/1621405', '733357/16214050', '750069/16214050', '766883/16214050', '783823/16214050', '400462/8107025', '409112/8107025', '835777/16214050', '426826/8107025', '435979/8107025']
['961559/32432354', '997921/32432354', '1033371/32432354', '1068129/32432354', '1102349/32432354', '1136153/32432354', '1169637/32432354', '1202877/32432354', '1235933/32432354', '1268875/32432354', '1301715/32432354', '1334559/32432354', '1367345/32432354', '1400235/32432354', '1433163/32432354', '1466229/32432354', '1499449/32432354', '1532879/32432354', '1566573/32432354', '1600599/32432354', '1635039/32432354', '1670001/32432354', '1705627/32432354', '1742137/32432354']
['481587/16217936', '499743/16217936', '129359/4054484', '534775/16217936', '551837/16217936', '568683/16217936', '292681/8108968', '601913/16217936', '618365/16217936', '634755/16217936', '162773/4054484', '166857/4054484', '341865/8108968', '87511/2027242', '716461/16217936', '732905/16217936', '187357/4054484', '191515/4054484', '195707/4054484', '99971/2027242', '116703/2316848', '834343/16217936', '852107/16217936', '870321/16217936']
['241129/8109691', '250197/8109691', '259031/8109691', '267685/8109691', '552393/16219382', '569193/16219382', '292910/8109691', '602313/16219382', '309351/8109691', '4472/114221', '325645/8109691', '667553/16219382', '341889/8109691', '700061/16219382', '716357/16219382', '366363/8109691', '749175/16219382', '765737/16219382', '391220/8109691', '5629/114221', '408208/8109691', '833791/16219382', '851515/16219382', '434848/8109691']
['160937/5406854', '250466/8110281', '86430/2703427', '267932/8110281', '276428/8110281', '189873/5406854', '195401/5406854', '301324/8110281', '618985/16220562', '105875/2703427', '651455/16220562', '333829/8110281', '341909/8110281', '700037/16220562', '119378/2703427', '366287/8110281', '748961/16220562', '255155/5406854', '782113/16220562', '399470/8110281', '135999/2703427', '277777/5406854', '141837/2703427', '144863/2703427']
['483263/16221518', '501373/16221518', '259503/8110759', '268135/8110759', '553239/16221518', '284986/8110759', '586521/16221518', '602927/16221518', '619221/16221518', '317719/8110759', '651593/16221518', '667745/16221518', '683851/16221518', '350008/8110759', '716193/16221518', '732445/16221518', '374391/8110759', '765237/16221518', '781839/16221518', '399313/8110759', '407822/8110759', '832949/16221518', '425308/8110759', '434376/8110759']
['967259/32444574', '1003463/32444574', '1038707/32444574', '357735/10814858', '369035/10814858', '380175/10814858', '391189/10814858', '402105/10814858', '1238831/32444574', '1271189/32444574', '1303415/32444574', '445211/10814858', '455919/10814858', '466665/10814858', '1432259/32444574', '488225/10814858', '1497265/32444574', '1530095/32444574', '521075/10814858', '1596733/32444574', '1630709/32444574', '1665271/32444574', '1700567/32444574', '1736809/32444574']
['967849/32445802', '1004041/32445802', '1039269/32445802', '1073745/32445802', '1107615/32445802', '1140999/32445802', '1173997/32445802', '1206693/32445802', '1239151/32445802', '1271447/32445802', '1303603/32445802', '1335749/32445802', '1367803/32445802', '1399963/32445802', '1432153/32445802', '1464497/32445802', '1497017/32445802', '1529783/32445802', '1562853/32445802', '1596305/32445802', '1630235/32445802', '1664761/32445802', '1700027/32445802', '1736247/32445802']
['968319/32446774', '1004503/32446774', '1039719/32446774', '1074179/32446774', '1108027/32446774', '1141383/32446774', '1174345/32446774', '1207001/32446774', '1239413/32446774', '1271657/32446774', '1303757/32446774', '1335843/32446774', '1367839/32446774', '1399937/32446774', '1432065/32446774', '1464351/32446774', '1496815/32446774', '1529527/32446774', '1562547/32446774', '1595957/32446774', '1629851/32446774', '1664349/32446774', '1699593/32446774', '1735797/32446774']
['322897/10815846', '1004869/32447538', '1040077/32447538', '358175/10815846', '1108357/32447538', '1141691/32447538', '1174627/32447538', '1207249/32447538', '1239625/32447538', '1271827/32447538', '1303883/32447538', '1335919/32447538', '1367867/32447538', '1399915/32447538', '477331/10815846', '1464233/32447538', '1496651/32447538', '1529317/32447538', '1562299/32447538', '1595675/32447538', '543181/10815846', '184891/3605282', '1699247/32447538', '1735439/32447538']
['161497/5408022', '27921/901337', '173393/5408022', '59711/1802674', '554309/16224066', '285484/8112033', '293713/8112033', '301862/8112033', '619897/16224066', '105997/2704011', '325996/8112033', '667991/16224066', '341972/8112033', '38886/901337', '39776/901337', '81341/1802674', '374129/8112033', '127429/2704011', '130175/2704011', '797725/16224066', '814649/16224066', '92431/1802674', '849487/16224066', '289193/5408022']
['969207/32448590', '1005379/32448590', '1040577/32448590', '1075011/32448590', '1108823/32448590', '1142129/32448590', '1175029/32448590', '1207607/32448590', '1239929/32448590', '1272073/32448590', '260813/6489718', '1336033/32448590', '273581/6489718', '1399881/32448590', '1431891/32448590', '1464059/32448590', '1496407/32448590', '1529013/32448590', '1561941/32448590', '1595273/32448590', '325821/6489718', '1663553/32448590', '1698761/32448590', '1734939/32448590']
['48469/1622447', '100555/3244894', '520373/16224470', '268794/8112235', '554491/16224470', '57114/1622447', '293792/8112235', '301933/8112235', '310009/8112235', '63608/1622447', '326032/8112235', '334018/8112235', '68396/1622447', '139987/3244894', '715927/16224470', '365999/8112235', '74816/1622447', '764453/16224470', '390454/8112235', '797567/16224470', '814477/16224470', '831697/16224470', '424649/8112235', '173477/3244894']
['242378/8112301', '251420/8112301', '520437/16224602', '537651/16224602', '277276/8112301', '285599/8112301', '293819/8112301', '301957/8112301', '310030/8112301', '318057/8112301', '652089/16224602', '668051/16224602', '341983/8112301', '349965/8112301', '436/9881', '17853/395722', '374063/8112301', '764411/16224602', '390430/8112301', '797513/16224602', '814419/16224602', '415818/8112301', '849235/16224602', '867321/16224602']
['96961/3244940', '502889/16224700', '104097/3244940', '268849/8112350', '277299/8112350', '285621/8112350', '587679/16224700', '603951/16224700', '155023/4056175', '31807/811235', '652109/16224700', '668063/16224700', '68397/1622470', '349963/8112350', '7159/162247', '731953/16224700', '7481/162247', '764379/16224700', '780823/16224700', '199368/4056175', '32575/648988', '83159/1622470', '212297/4056175', '867273/16224700']
['484841/16224772', '502925/16224772', '520521/16224772', '537733/16224772', '138658/4056193', '571275/16224772', '293855/8112386', '603979/16224772', '155029/4056193', '159040/4056193', '163031/4056193', '167018/4056193', '683973/16224772', '699923/16224772', '715891/16224772', '365969/8112386', '187020/4056193', '764355/16224772', '780795/16224772', '797441/16224772', '407171/8112386', '207889/4056193', '849153/16224772', '867237/16224772']
['484867/16224824', '502951/16224824', '520547/16224824', '537759/16224824', '554657/16224824', '571299/16224824', '587733/16224824', '75500/2028103', '310067/8112412', '636175/16224824', '59285/1474984', '668079/16224824', '683975/16224824', '699921/16224824', '178971/4056206', '104561/2317832', '748065/16224824', '109191/2317832', '390387/8112412', '398709/8112412', '407159/8112412', '831531/16224824', '849127/16224824', '867211/16224824']
['323257/10816574', '335313/10816574', '1041131/32449722', '1075555/32449722', '1109351/32449722', '1142633/32449722', '391833/10816574', '402677/10816574', '1240295/32449722', '1272371/32449722', '1304287/32449722', '1336169/32449722', '1367953/32449722', '466613/10816574', '1431757/32449722', '1463837/32449722', '498703/10816574', '509549/10816574', '1561517/32449722', '531601/10816574', '542867/10816574', '1663025/32449722', '1698217/32449722', '1734385/32449722']
['969797/32449774', '1005965/32449774', '1041157/32449774', '1075581/32449774', '1109377/32449774', '163237/4635682', '1175523/32449774', '172579/4635682', '1240315/32449774', '1272387/32449774', '1304299/32449774', '1336177/32449774', '1367955/32449774', '1399837/32449774', '1431749/32449774', '1463825/32449774', '1496093/32449774', '1528627/32449774', '1561495/32449774', '1594779/32449774', '1628575/32449774', '1662999/32449774', '1698191/32449774', '1734359/32449774']
['193963/6489962', '1005983/32449810', '208235/6489962', '1075599/32449810', '221879/6489962', '1142677/32449810', '1175541/32449810', '1208069/32449810', '1240329/32449810', '1272399/32449810', '1304307/32449810', '1336183/32449810', '1367957/32449810', '279967/6489962', '1431743/32449810', '1463817/32449810', '1496081/32449810', '1528613/32449810', '1561479/32449810', '1594761/32449810', '1628557/32449810', '1662981/32449810', '1698173/32449810', '1734341/32449810']
['969827/32449834', '1005995/32449834', '1041187/32449834', '1075611/32449834', '1109407/32449834', '1142689/32449834', '1175553/32449834', '1208081/32449834', '65281/1707886', '1272407/32449834', '1304313/32449834', '1336187/32449834', '1367959/32449834', '1399833/32449834', '1431739/32449834', '1463811/32449834', '1496073/32449834', '1528603/32449834', '1561467/32449834', '1594749/32449834', '1628545/32449834', '1662969/32449834', '1698161/32449834', '1734329/32449834']
['193967/6489970', '1006003/32449850', '208239/6489970', '1075619/32449850', '221883/6489970', '1142697/32449850', '1175561/32449850', '1208089/32449850', '1240347/32449850', '1272413/32449850', '1304317/32449850', '1336189/32449850', '1367961/32449850', '1399831/32449850', '1431737/32449850', '1463807/32449850', '1496067/32449850', '305719/6489970', '1561459/32449850', '1594741/32449850', '1628537/32449850', '1662961/32449850', '1698153/32449850', '1734321/32449850']
['5388/180277', '83834/2704155', '52060/1622493', '268906/8112465', '55471/1622493', '571351/16224930', '587783/16224930', '201349/5408310', '310088/8112465', '636209/16224930', '65216/1622493', '3259/79146', '683981/16224930', '46661/1081662', '357934/8112465', '365951/8112465', '748031/16224930', '50953/1081662', '780727/16224930', '9724/197865', '45237/901385', '415739/8112465', '424537/8112465', '433579/8112465']
['323281/10816622', '335337/10816622', '1041203/32449866', '1075627/32449866', '1109423/32449866', '1142705/32449866', '1175569/32449866', '402699/10816622', '1240355/32449866', '1272421/32449866', '1304323/32449866', '445397/10816622', '455987/10816622', '1399831/32449866', '477245/10816622', '1463801/32449866', '1496059/32449866', '509529/10816622', '1561451/32449866', '1594733/32449866', '542843/10816622', '1662953/32449866', '1698145/32449866', '1734313/32449866']
['193969/6489974', '1006013/32449870', '208241/6489974', '1075629/32449870', '221885/6489974', '1142707/32449870', '1175571/32449870', '1208099/32449870', '1240357/32449870', '1272423/32449870', '8415/209354', '43103/1046770', '1367961/32449870', '1399831/32449870', '1431733/32449870', '1463799/32449870', '1496057/32449870', '305717/6489974', '1561449/32449870', '1594731/32449870', '1628527/32449870', '1662951/32449870', '1698143/32449870', '1734311/32449870']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
