['32443036[966526, 1002746, 1038012, 1072540, 1106478, 1139944, 1173042, 1205854, 1238442, 1270876, 1303186, 1335490, 1367702, 1400032, 1432386, 1464890, 1497564, 1530474, 1563678, 1597252, 1631288, 1665898, 1701232, 1737504]']
['32444574[967259, 1003463, 1038707, 1073205, 1107105, 1140525, 1173567, 1206315, 1238831, 1271189, 1303415, 1335633, 1367757, 1399995, 1432259, 1464675, 1497265, 1530095, 1563225, 1596733, 1630709, 1665271, 1700567, 1736809]']
['32445802[967849, 1004041, 1039269, 1073745, 1107615, 1140999, 1173997, 1206693, 1239151, 1271447, 1303603, 1335749, 1367803, 1399963, 1432153, 1464497, 1497017, 1529783, 1562853, 1596305, 1630235, 1664761, 1700027, 1736247]']
['32446774[968319, 1004503, 1039719, 1074179, 1108027, 1141383, 1174345, 1207001, 1239413, 1271657, 1303757, 1335843, 1367839, 1399937, 1432065, 1464351, 1496815, 1529527, 1562547, 1595957, 1629851, 1664349, 1699593, 1735797]']
['32447538[968691, 1004869, 1040077, 1074525, 1108357, 1141691, 1174627, 1207249, 1239625, 1271827, 1303883, 1335919, 1367867, 1399915, 1431993, 1464233, 1496651, 1529317, 1562299, 1595675, 1629543, 1664019, 1699247, 1735439]']
['32448132[968982, 1005156, 1040358, 1074798, 1108618, 1141936, 1174852, 1207448, 1239794, 1271964, 1303984, 1335982, 1367888, 1399896, 1431936, 1464138, 1496516, 1529148, 1562100, 1595450, 1629298, 1663758, 1698974, 1735158]']
['32448590[969207, 1005379, 1040577, 1075011, 1108823, 1142129, 1175029, 1207607, 1239929, 1272073, 1304065, 1336033, 1367905, 1399881, 1431891, 1464059, 1496407, 1529013, 1561941, 1595273, 1629105, 1663553, 1698761, 1734939]']
['32448940[969380, 1005550, 1040746, 1075176, 1108982, 1142280, 1175168, 1207732, 1240036, 1272160, 1304128, 1336072, 1367920, 1399870, 1431854, 1463996, 1496320, 1528906, 1561816, 1595134, 1628954, 1663394, 1698596, 1734770]']
['32449204[969512, 1005680, 1040874, 1075302, 1109104, 1142396, 1175276, 1207828, 1240120, 1272228, 1304178, 1336102, 1367932, 1399860, 1431824, 1463946, 1496252, 1528822, 1561720, 1595026, 1628838, 1663272, 1698470, 1734642]']
['32449400[969610, 1005778, 1040970, 1075396, 1109196, 1142484, 1175358, 1207902, 1240184, 1272280, 1304218, 1336126, 1367940, 1399852, 1431800, 1463906, 1496200, 1528758, 1561646, 1594944, 1628750, 1663180, 1698376, 1734546]']
['32449544[969682, 1005850, 1041042, 1075466, 1109264, 1142550, 1175420, 1207958, 1240232, 1272320, 1304248, 1336144, 1367946, 1399846, 1431782, 1463876, 1496160, 1528710, 1561590, 1594882, 1628684, 1663112, 1698306, 1734474]']
['32449648[969734, 1005902, 1041094, 1075518, 1109314, 1142598, 1175466, 1208000, 1240268, 1272350, 1304270, 1336158, 1367950, 1399842, 1431768, 1463854, 1496130, 1528674, 1561548, 1594836, 1628636, 1663062, 1698254, 1734422]']
['32449722[969771, 1005939, 1041131, 1075555, 1109351, 1142633, 1175499, 1208031, 1240295, 1272371, 1304287, 1336169, 1367953, 1399839, 1431757, 1463837, 1496109, 1528647, 1561517, 1594803, 1628601, 1663025, 1698217, 1734385]']
['32449774[969797, 1005965, 1041157, 1075581, 1109377, 1142659, 1175523, 1208053, 1240315, 1272387, 1304299, 1336177, 1367955, 1399837, 1431749, 1463825, 1496093, 1528627, 1561495, 1594779, 1628575, 1662999, 1698191, 1734359]']
['32449810[969815, 1005983, 1041175, 1075599, 1109395, 1142677, 1175541, 1208069, 1240329, 1272399, 1304307, 1336183, 1367957, 1399835, 1431743, 1463817, 1496081, 1528613, 1561479, 1594761, 1628557, 1662981, 1698173, 1734341]']
['32449834[969827, 1005995, 1041187, 1075611, 1109407, 1142689, 1175553, 1208081, 1240339, 1272407, 1304313, 1336187, 1367959, 1399833, 1431739, 1463811, 1496073, 1528603, 1561467, 1594749, 1628545, 1662969, 1698161, 1734329]']
['32449850[969835, 1006003, 1041195, 1075619, 1109415, 1142697, 1175561, 1208089, 1240347, 1272413, 1304317, 1336189, 1367961, 1399831, 1431737, 1463807, 1496067, 1528595, 1561459, 1594741, 1628537, 1662961, 1698153, 1734321]']
['32449860[969840, 1006008, 1041200, 1075624, 1109420, 1142702, 1175566, 1208094, 1240352, 1272418, 1304320, 1336190, 1367962, 1399830, 1431736, 1463804, 1496062, 1528590, 1561454, 1594736, 1628532, 1662956, 1698148, 1734316]']
['32449866[969843, 1006011, 1041203, 1075627, 1109423, 1142705, 1175569, 1208097, 1240355, 1272421, 1304323, 1336191, 1367961, 1399831, 1431735, 1463801, 1496059, 1528587, 1561451, 1594733, 1628529, 1662953, 1698145, 1734313]']
['32449870[969845, 1006013, 1041205, 1075629, 1109425, 1142707, 1175571, 1208099, 1240357, 1272423, 1304325, 1336193, 1367961, 1399831, 1431733, 1463799, 1496057, 1528585, 1561449, 1594731, 1628527, 1662951, 1698143, 1734311]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
['32449872[969846, 1006014, 1041206, 1075630, 1109426, 1142708, 1175572, 1208100, 1240358, 1272424, 1304326, 1336194, 1367962, 1399830, 1431732, 1463798, 1496056, 1528584, 1561448, 1594730, 1628526, 1662950, 1698142, 1734310]']
